fecha,precio,diferencia_minimo
2016-04-29,26.9,1.3349875930521091
2016-05-06,26.9,1.2718676122931443
2016-05-13,26.9,1.2511627906976743
2016-05-20,26.9,1.2283105022831051
2016-05-27,26.9,1.2901678657074338
2016-06-03,25.35,1.2675
2016-06-10,26.9,1.3026634382566586
2016-06-17,26.9,1.3517587939698492
2016-06-24,26.9,1.3517587939698492
2016-07-01,26.9,1.4195250659630607
2016-07-08,26.9,1.473972602739726
2016-07-15,26.9,1.5027932960893855
2016-07-22,26.9,1.3026634382566586
2016-07-29,26.9,1.3026634382566586
2016-08-05,26.9,1.3517587939698492
2016-08-12,26.9,1.3517587939698492
2016-08-19,24.9,1.2418952618453865
2016-08-26,24.9,1.18854415274463
2016-09-02,24.9,1.18854415274463
2016-09-09,24.9,1.1857142857142857
2016-09-16,24.9,1.1857142857142857
2016-09-23,26.9,1.2809523809523808
2016-09-30,26.9,1.2779097387173395
2016-10-07,26.9,1.2779097387173395
2016-10-14,24.5,1.1638954869358669
2016-10-21,24.5,1.1638954869358669
2016-10-28,24.5,1.1638954869358669
2016-11-04,24.5,1.1638954869358669
2016-11-11,24.5,1.1638954869358669
2016-11-18,24.5,1.1638954869358669
2016-11-25,24.5,1.1638954869358669
2016-12-02,24.5,1.1638954869358669
2016-12-09,24.5,1.1638954869358669
2016-12-16,24.5,1.1638954869358669
2016-12-23,24.5,1.1638954869358669
2016-12-30,24.5,1.1638954869358669
2017-01-06,26.9,1.3517587939698492
2017-01-13,26.9,1.2809523809523808
2017-01-20,26.9,1.2809523809523808
2017-01-27,23.2,1.1021377672209025
2017-02-03,28.5,1.3571428571428572
2017-02-10,23.2,1.1047619047619048
2017-02-17,25.5,1.2114014251781473
2017-02-24,25.6,1.1662870159453305
2017-03-03,24.4,1.1141552511415524
2017-03-10,24.4,1.1141552511415524
2017-03-17,24.4,1.1141552511415524
2017-03-24,24.4,1.0844444444444443
2017-03-31,28.5,1.2954545454545454
2017-04-07,28.5,1.2666666666666666
2017-04-14,28.5,1.2666666666666666
2017-04-21,28.3,1.2863636363636364
2017-04-28,24.4,1.1090909090909091
2017-05-05,24.4,1.1090909090909091
2017-05-12,24.4,1.0844444444444443
2017-05-19,26.4,1.2394366197183098
2017-05-26,26.4,1.2394366197183098
2017-06-02,23.6,1.151219512195122
2017-06-09,23.6,1.151219512195122
2017-06-16,23.6,1.151219512195122
2017-06-23,23.6,1.151219512195122
2017-06-30,25.9,1.3015075376884422
2017-07-07,26.6,1.3366834170854274
2017-07-14,22.85,1.177835051546392
2017-07-21,23.65,1.2190721649484537
2017-07-28,24.6,1.2680412371134022
2017-08-04,24.6,1.2680412371134022
2017-08-11,24.6,1.2680412371134022
2017-08-18,28.5,1.4393939393939394
2017-08-25,24.65,1.1850961538461537
2017-09-01,24.65,1.1627358490566038
2017-09-08,24.65,1.1465116279069767
2017-09-15,24.65,1.1465116279069767
2017-09-22,24.65,1.1738095238095236
2017-09-29,24.65,1.1738095238095236
2017-10-06,24.65,1.1738095238095236
2017-10-13,24.65,1.1738095238095236
2017-10-20,24.65,1.1738095238095236
2017-10-27,24.65,1.1738095238095236
2017-11-03,21.8,1.0380952380952382
2017-11-10,21.8,1.0380952380952382
2017-11-17,21.8,1.0380952380952382
2017-11-24,21.8,1.0380952380952382
2017-12-01,22.42,1.0550588235294118
2017-12-08,22.42,1.0550588235294118
2017-12-15,22.42,1.0550588235294118
2017-12-22,22.42,1.0550588235294118
2017-12-29,22.42,1.0550588235294118
2018-01-05,28.5,1.3571428571428572
2018-01-12,28.5,1.3902439024390243
2018-01-19,25.6,1.245742092457421
2018-01-26,30.0,1.3888888888888888
2018-02-02,30.0,1.3953488372093024
2018-02-09,24.7,1.0739130434782609
2018-02-16,24.7,1.0739130434782609
2018-02-23,24.7,1.0977777777777777
2018-03-02,22.04,1.0251162790697674
2018-03-09,25.6,1.1130434782608696
2018-03-16,25.6,1.1228070175438596
2018-03-23,24.7,1.0739130434782609
2018-03-30,24.7,1.0739130434782609
2018-04-06,26.6,1.1565217391304348
2018-04-13,26.6,1.1565217391304348
2018-04-20,28.0,1.2195121951219512
2018-04-27,28.0,1.2195121951219512
2018-05-04,28.0,1.2173913043478262
2018-05-11,28.0,1.2173913043478262
2018-05-18,25.6,1.1130434782608696
2018-05-25,28.0,1.1991434689507494
2018-06-01,28.0,1.1991434689507494
2018-06-08,28.0,1.1991434689507494
2018-06-15,26.5,1.2045454545454546
2018-06-22,23.9,1.0863636363636362
2018-06-29,23.9,1.0669642857142858
2018-07-06,23.9,1.0669642857142858
2018-07-13,25.0,1.1363636363636365
2018-07-20,25.5,1.175115207373272
2018-07-27,25.5,1.275
2018-08-03,24.8,1.1272727272727272
2018-08-10,24.8,1.1272727272727272
2018-08-17,24.8,1.1272727272727272
2018-08-24,25.5,1.186046511627907
2018-08-31,24.1,1.1476190476190478
2018-09-07,24.1,1.1476190476190478
2018-09-14,27.5,1.2910798122065728
2018-09-21,26.0,1.220657276995305
2018-09-28,26.0,1.220657276995305
2018-10-05,26.0,1.220657276995305
2018-10-12,24.0,1.1594202898550725
2018-10-19,24.0,1.1594202898550725
2018-10-26,24.0,1.1594202898550725
2018-11-02,24.0,1.1594202898550725
2018-11-09,24.4,1.178743961352657
2018-11-16,24.4,1.178743961352657
2018-11-23,29.0,1.380952380952381
2018-11-30,29.0,1.380952380952381
2018-12-07,29.0,1.5675675675675675
2018-12-14,29.0,1.5675675675675675
2018-12-21,29.0,1.5675675675675675
2018-12-28,26.35,1.2313084112149535
2019-01-04,26.35,1.2313084112149535
2019-01-11,29.0,1.4146341463414633
2019-01-18,29.0,1.4146341463414633
2019-01-25,29.0,1.4146341463414633
2019-02-01,28.2,1.3756097560975609
2019-02-08,28.2,1.3756097560975609
2019-02-15,28.2,1.3756097560975609
2019-02-22,28.2,1.3270588235294116
2019-03-01,28.2,1.3177570093457944
2019-03-08,28.2,1.3177570093457944
2019-03-15,26.4,1.233644859813084
2019-03-22,27.5,1.2850467289719627
2019-03-29,27.5,1.2941176470588236
2019-04-05,27.5,1.2941176470588236
2019-04-12,27.5,1.2941176470588236
2019-04-19,27.5,1.2941176470588236
2019-04-26,27.5,1.2941176470588236
2019-05-03,27.5,1.2941176470588236
2019-05-10,27.5,1.2941176470588236
2019-05-17,27.75,1.3058823529411765
2019-05-24,28.35,1.3341176470588236
2019-05-31,27.75,1.3058823529411765
2019-06-07,27.75,1.3058823529411765
2019-06-14,29.5,1.3111111111111111
2019-06-21,27.75,1.2333333333333334
2019-06-28,27.75,1.2333333333333334
2019-07-05,27.75,1.2333333333333334
2019-07-12,27.75,1.2333333333333334
2019-07-19,27.5,1.2222222222222223
2019-07-26,27.75,1.2333333333333334
2019-08-02,27.75,1.2333333333333334
2019-08-09,27.75,1.15625
2019-08-16,26.5,1.1041666666666667
2019-08-23,26.5,1.1041666666666667
2019-08-30,26.5,1.1041666666666667
2019-09-06,26.5,1.1041666666666667
2019-09-13,26.5,1.1041666666666667
2019-09-20,26.5,1.2211981566820276
2019-09-27,26.5,1.2211981566820276
2019-10-04,26.5,1.0707070707070707
2019-10-11,26.5,1.0816326530612246
2019-10-18,26.5,1.0816326530612246
2019-10-25,26.5,1.0816326530612246
2019-11-01,26.5,1.0816326530612246
2019-11-08,26.5,1.0816326530612246
2019-11-15,26.5,1.0816326530612246
2019-11-22,26.5,1.0816326530612246
2019-11-29,26.5,1.0816326530612246
2019-12-06,26.5,1.0816326530612246
2019-12-13,26.5,1.0816326530612246
2019-12-20,26.5,1.0816326530612246
2019-12-27,26.5,1.0816326530612246
2020-01-03,27.5,1.1224489795918366
2020-01-10,27.5,1.1458333333333333
2020-01-17,29.9,1.2463526469362234
2020-01-24,29.9,1.2463526469362234
2020-01-31,29.9,1.2458333333333333
2020-02-07,29.9,1.2458333333333333
2020-02-14,29.9,1.2458333333333333
2020-02-21,29.9,1.2458333333333333
2020-02-28,29.9,1.2458333333333333
2020-03-06,29.9,1.2458333333333333
2020-03-13,29.9,1.2458333333333333
2020-03-20,29.9,1.2458333333333333
2020-03-27,29.9,1.2458333333333333
2020-04-03,29.9,1.2458333333333333
2020-04-10,29.9,1.2458333333333333
2020-04-17,29.9,1.2458333333333333
2020-04-24,29.9,1.2458333333333333
2020-05-01,29.9,1.2458333333333333
2020-05-08,29.9,1.2458333333333333
2020-05-15,29.9,1.2458333333333333
2020-05-22,29.9,1.2458333333333333
2020-05-29,29.9,1.2458333333333333
2020-06-05,29.9,1.2458333333333333
2020-06-12,29.9,1.2458333333333333
2020-06-19,29.9,1.2458333333333333
2020-06-26,29.9,1.2458333333333333
2020-07-03,29.9,1.2458333333333333
2020-07-10,29.9,1.2458333333333333
2020-07-17,29.9,1.2458333333333333
2020-07-24,29.9,1.2458333333333333
2020-07-31,29.9,1.2458333333333333
2020-08-07,29.9,1.2458333333333333
2020-08-14,29.9,1.2458333333333333
2020-08-21,29.9,1.2458333333333333
2020-08-28,29.9,1.2458333333333333
2020-09-04,29.9,1.2458333333333333
2020-09-11,29.9,1.2458333333333333
2020-09-18,29.9,1.2458333333333333
2020-09-25,29.9,1.2458333333333333
2020-10-02,29.9,1.2458333333333333
2020-10-09,29.9,1.2458333333333333
2020-10-16,29.9,1.2458333333333333
2020-10-23,29.9,1.2458333333333333
2020-10-30,29.9,1.2458333333333333
2020-11-06,29.9,1.2458333333333333
2020-11-13,29.9,1.2458333333333333
2020-11-20,29.9,1.1455938697318007
2020-11-27,29.9,1.3288888888888888
2020-12-04,29.9,1.1544401544401544
2020-12-11,29.9,1.1544401544401544
2020-12-18,29.9,1.1544401544401544
2020-12-25,29.9,1.1544401544401544
2021-01-08,29.9,1.2008032128514057
2021-01-15,29.9,1.196
2021-01-22,32.0,1.2549019607843137
2021-01-29,32.0,1.2549019607843137
2021-02-05,32.0,1.285140562248996
2021-02-12,32.0,1.1829944547134934
2021-02-19,32.0,1.1829944547134934
2021-02-26,32.0,1.1851851851851851
2021-03-05,32.0,1.1851851851851851
2021-03-12,32.0,1.1851851851851851
2021-03-19,28.9,1.156
2021-03-26,28.9,1.1555377848860455
2021-04-02,28.9,1.1555377848860455
2021-04-09,28.9,1.1555377848860455
2021-04-16,28.9,1.1555377848860455
2021-04-23,28.9,1.1555377848860455
2021-04-30,28.9,1.1555377848860455
2021-05-07,36.9,1.4754098360655736
2021-05-14,36.9,1.4754098360655736
2021-05-21,36.9,1.4754098360655736
2021-05-28,42.9,1.5052631578947369
2021-06-04,42.9,1.434782608695652
2021-06-11,42.9,1.6823529411764706
2021-06-18,42.9,1.6823529411764706
2021-06-25,42.9,1.7153138744502197
2021-07-02,38.9,1.3010033444816054
2021-07-09,38.9,1.3892857142857142
2021-07-16,38.9,1.3892857142857142
2021-07-23,38.9,1.2966666666666666
2021-07-30,38.9,1.556
2021-08-06,37.9,1.3535714285714284
2021-08-13,37.9,1.2633333333333332
2021-08-20,37.9,1.3535714285714284
2021-08-27,37.9,1.2675585284280937
2021-09-03,37.9,1.1484848484848484
2021-09-10,42.9,1.43
2021-09-17,42.9,1.43
2021-09-24,42.9,1.43
2021-10-01,42.9,1.43
2021-10-08,42.9,1.43
2021-10-15,38.9,1.2966666666666666
2021-10-22,38.9,1.2754098360655737
2021-10-29,38.9,1.2966666666666666
2021-11-05,42.9,1.434782608695652
2021-11-12,42.9,1.434782608695652
2021-11-19,42.9,1.434782608695652
2021-11-24,42.9,1.4065573770491804
2021-11-26,46.9,1.5377049180327869
2021-12-03,46.9,1.5633333333333332
2021-12-09,46.9,1.568561872909699
2021-12-17,46.9,1.568561872909699
2021-12-24,46.9,1.5581395348837208
2021-12-31,46.9,1.5581395348837208
2022-01-07,46.9,1.5633333333333332
2022-01-14,46.9,1.5633333333333332
2022-01-21,46.9,1.5633333333333332
2022-01-28,46.9,1.5633333333333332
2022-02-04,44.5,1.4833333333333334
2022-02-11,44.5,1.488294314381271
2022-02-18,43.5,1.4548494983277593
2022-02-25,43.5,1.4548494983277593
2022-03-04,43.5,1.45
2022-03-11,44.5,1.4833333333333334
2022-03-18,44.5,1.4833333333333334
2022-03-25,44.5,1.459016393442623
2022-04-01,46.9,1.568561872909699
2022-04-08,48.9,1.6032786885245902
2022-04-13,48.9,1.63
2022-04-22,48.9,1.63
2022-04-29,57.0,1.9
2022-05-06,49.9,1.559375
2022-05-13,55.0,1.6417910447761195
2022-05-20,55.0,1.8333333333333333
2022-05-27,55.0,1.8333333333333333
2022-06-03,55.0,1.8333333333333333
2022-06-10,55.0,1.8333333333333333
2022-06-17,51.0,1.5454545454545454
2022-06-24,51.0,1.6721311475409837
2022-07-01,51.0,1.7
2022-07-08,51.0,1.7
2022-07-15,51.0,1.7
2022-07-22,50.0,1.5151515151515151
2022-07-29,50.0,1.6666666666666667
2022-08-05,50.0,1.1904761904761905
2022-08-12,50.0,1.6666666666666667
2022-08-19,55.0,1.7741935483870968
2022-08-26,55.0,1.8333333333333333
2022-09-02,55.0,1.8333333333333333
2022-09-09,55.0,1.6666666666666667
2022-09-15,55.0,1.6176470588235294
2022-09-23,55.0,1.3095238095238095
2022-09-30,55.0,1.8333333333333333
2022-10-07,55.0,1.7741935483870968
2022-10-14,55.0,1.3095238095238095
2022-10-21,55.0,1.7741935483870968
2022-10-28,55.0,1.1578947368421053
2022-11-04,49.0,1.53125
2022-11-11,49.0,1.53125
2022-11-18,49.0,1.53125
2022-11-25,51.0,1.0874200426439233
2022-12-02,51.0,1.0851063829787233
2022-12-09,51.0,1.096774193548387
2022-12-16,51.0,1.096774193548387
2022-12-23,51.0,1.1333333333333333
2022-12-30,51.0,1.1333333333333333
